"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight"
"24046","10274","46000550000003000440","BARA CUPRU D55X3000 MM CU-ETP R250 ","{0}",,,,,,,,"KG","","0.000000","COPPER ROUND BARS D55X3000 MM CU-ETP R250","KG","n","BARA CUPRU D55X3000 MM CU-ETP R250 ","y","",,
"24047","10275","25140015000500061500","TEAVA ALU D 140X15X4700 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 140X15X4700 MM 6082 T6","KG","n","TEAVA ALU D 140X15X4700 MM 6082 T6","n","",,
"24048","10276","36000130000003000242","BARA ALAMA D13X3000 MM CUZN39PB3 R500 h9","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND BARS D13X3000 MM CUZN39PB3 R500 h9","KG","n","BARA ALAMA D13X3000 MM CUZN39PB3 R500 h9","y","",,
"24049","10277","43001580150003002140","TEAVA BRONZ D158X202x3000 MM CUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D158X150X3000 MM CUSN12 - C-GC","KG","n","TEAVA BRONZ D158X202x3000 MM CUSN12","n","",,
"24050","10278","43000710019003002040","TEAVA BRONZ D71X19X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D71X19X3000 MM CUSN7ZN4PB7-C","KG","n","TEAVA BRONZ D71X19X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"24051","10279","48700620047003002241","PLACA ALU-BRONZE 62X47 MM CUAL10FE5NI5-C","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE CUAL10FE5NI5-C 62X47X3050 MM","KG","n","PLACA ALU-BRONZE 62X47 MM CUAL10FE5NI5-C","n","",,
"24052","10280","43000710034003002040","TEAVA BRONZ D71X34X3000 MM CUSN7ZN4PB7-C","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D71X34X3000 MM CUSN7ZN4PB7-C","KG","n","TEAVA BRONZ D71X34X3000 MM CUSN7ZN4PB7-C","n","",,
"24053","10281","36000120006003000241","BARA HEXA ALAMA CUZN40PB2 R430 12X3000 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS HEXAG BARS 12X3000 MM CUZN40PB2 R430","KG","n","BARA HEXA ALAMA CUZN40PB2 R430 12X3000 MM ","n","",,
"24054","10282","717SETELEMSISPLUVIAL","SET ELEMENTE SISTEM PLUVIAL KJG 8 BUCATI","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SET ELEMENTE SISTEM PLUVIAL KJG 8 BUCATI","n","",,
"24055","10283","48000920040003002040","BARA PATRATA BRONZ 92X92X3000MM CUSN7ZN4PB7-C-GC ","{0}",,,,,,,,"KG","ML","75.329600","BRONZE SQUARE BARS 92X92X3000 MM CUSN7ZN4PB7-C-GC ","KG","n","BARA PATRATA BRONZ 92X92X3000MM CUSN7ZN4PB7-C-GC ","n","",,
"24056","10284","12606105715PF","PLACA DEBITATA 6061 T651 57.15 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATE 6061 T651 57,15 MM","KG","n","PLACA DEBITATA 6061 T651 57.15 MM","n","",,
"24057","10285","23020010020600061500","PROFIL ALU U 10X20X10X2X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","0.248400","ALU U PROFILES 10X20X10X2X6000 MM 6060 T6","KG","n","PROFIL ALU U 10X20X10X2X6000 MM 6060  T6","n","",,
"24058","10286","47000300040000001542","BARA LATA CUPRU CU-ETP R250 30X4 MM 50ML/ROLA ","{0}",,,,,,,,"KG","","0.000000","COPPER FLAT BARS CU-ETP R250 30X4x COIL of 50 METERS each","KG","n","BARA LATA CUPRU CU-ETP R250 30X4 MM 50ML/ROLA ","n","",,
"24059","10287","48000800000005002041","BARA BRONZ D80X3000 MM CUSN8P","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND BARS CUSN8P  80X3000 MM","KG","n","BARA BRONZ D80X3000 MM CUSN8P","y","",,
"24060","10288","43002020098003002041","TEAVA BRONZ D202X98X3000 MM CUSN7ZNPB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES 202X98X3000 MM CUSN7ZN4PB7-C-GC","KG","n","TEAVA BRONZ D202X98X3000 MM CUSN7ZNPB7-C-GC","n","",,
"24061","10289","43001620128003002040","TEAVA BRONZ D162X128X3000 MMCUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D162X128X3000 MM CUSN7ZN4PB7-C ","KG","n","TEAVA BRONZ D162X128X3000 MMCUSN7ZN4PB7-C-GC","n","",,
"24062","10290","32201501000200000143","TABLA ALAMA CUZN37 R350 1.5X1000X2000 MM  LASER FOL.1 PARTE","{0}",,,,,,,,"KG","","0.000000","BRASS SHEETS CUZN37 R350 1.5X1000X2000 MM ONE SIDE LASER FOIL","KG","n","TABLA ALAMA CUZN37 R350 1.5X1000X2000 MM  LASER FOL.1 PARTE","n","",,
"24063","10291","42100200660200000240","TABLA CUPRU CU-DHP R200 1/2 T 0.2X660X2000 MM","{0}",,,,,,,,"KG","","0.000000","COPPER SHEETS CU-DHP R200 0.2X660X2000 MM ","KG","n","TABLA CUPRU CU-DHP R200 1/2 T 0.2X660X2000 MM","n","",,
"24064","10292","31101500034000005140","BANDA ALAMA CUZN37 R350 34(+0,5)x1,5(+/-0,035)","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS 34(+0,5)x1,5(+/-0,035) CuZn37 R350 H095","KG","n","BANDA ALAMA CUZN37 R350 34(+0,5)x1,5(+/-0,035)","n","",,
"24065","10293","804203","DESEU CUPRU STANAT CU-ETP ","{0}",,,,,,,,"KG","","0.000000","","KG","n","DESEU CUPRU STANAT CU-ETP ","n","",,
"24066","10294","717CONBURZAMBELI100","CONECTOR  BURLAN ZAMBELLI D100 MM CUPRU ","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","CONECTOR  BURLAN ZAMBELLI D100 MM CUPRU ","n","",,
"24067","10295","48700750037003002140","PLACA BRONZ 75X37X390 MM CUSN12-C","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE 75X37X390 MM CUSN12-C","KG","n","PLACA BRONZ 75X37X390 MM CUSN12-C","n","",,
"24068","10296","31102000900000005140","BANDA ALAMA CUZN37 R350 2X90 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R350 2X90 MM ","KG","n","BANDA ALAMA CUZN37 R350 2X90 MM","n","",,
"24069","10297","48700420022003002040","BARA LATA BRONZ 42X22X3050 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRASS FLAT BARS 42X22X3050 MM CUSN7","KG","n","BARA LATA BRONZ 42X22X3050 MM CUSN7ZN4PB7-C-GC","n","",,
"24070","10298","21030030020600061510","CORNIER ALU 30X30X2X6000  MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 30X30X2X6000 MM6063 T66","KG","n","CORNIER ALU 30X30X2X6000  MM 6063 T66","n","",,
"24071","10299","21040020020600061510","CORNIER ALU  40X20X2X6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 40X20X2X6000 MM 6063 T66","KG","n","CORNIER ALU  40X20X2X6000 MM 6063 T66","n","",,
"24072","10300","21050050020600061510","CORNIER ALU 50X50X2X6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 50X50X2X6000 MM 6063 T66","KG","n","CORNIER ALU 50X50X2X6000 MM 6063 T66","n","",,
"24073","10301","21050050030600061510","CORNIER ALU 50X50X3X6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 50X50X3X6000 MM 6063 T66","KG","n","CORNIER ALU 50X50X3X6000 MM 6063 T66","n","",,
"24074","10302","21060040020600061510","CORNIER ALU  60X40X2X6000 MM 6063  T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 60X40X2X6000 MM 6063 T66","KG","n","CORNIER ALU  60X40X2X6000 MM 6063  T66","n","",,
"24075","10303","21060060020600061510","CORNIER ALU  60X60X2X6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 60X60X2X6000 MM 6063 T66","KG","n","CORNIER ALU  60X60X2X6000 MM 6063 T66","n","",,
"24076","10304","21080040020600061510","CORNIER ALU 80X40X2X6000 MM 6063  T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 80X40X2X6000 MM 6063 T66","KG","n","CORNIER ALU 80X40X2X6000 MM 6063  T66","n","",,
"24077","10305","21150075080600061510","CORNIER ALU 150X75X8X6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU L PROFILES 150X75X8X6000 MM 6063 T66","KG","n","CORNIER ALU 150X75X8X6000 MM 6063 T66","n","",,
"24078","10306","23050050030370061510","PROFIL ALU U 50X50X50X3X3700 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU U PROFILES 50X50X50X3X3700 MM 6063 T66","KG","n","PROFIL ALU U 50X50X50X3X3700 MM 6063 T66","n","",,
"24079","10307","24040020020600061510","TEAVA RECTANG. ALU 40x20x2x6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU RECT. TUBES 40X20X2X6000 MM 6063 T66","KG","n","TEAVA RECTANG. ALU 40x20x2x6000 MM 6063 T66","n","",,
"24080","10308","24050030020600061510","TEAVA RECTANG. ALU 50X30x2x6000 MM 6063  T66","{0}",,,,,,,,"KG","ML","0.820800","ALU RECT. TUBES 50X30X2X6000 MM 6063 T66","KG","n","TEAVA RECTANG. ALU 50X30x2x6000 MM 6063  T66","n","",,
"24081","10309","24080020020600061510","TEAVA RECTANG. ALU 80x20x2x6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU RECT. TUBES 80X20X2X6000 MM6063 T66","KG","n","TEAVA RECTANG. ALU 80x20x2x6000 MM 6063 T66","n","",,
"24082","10310","48000320000003002241","BARA ALU-BRONZ D32X3000 MM CuAl10Fe3Mn2EXTRUDAT","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND BARS D32X3000 MM CuAl10Fe3Mn2 gepresst","KG","n","BARA ALU-BRONZ D32X3000 MM CuAl10Fe3Mn2EXTRUDAT","y","",,
"24083","10311","48000420000003002241","BARA ALU-BRONZ D42X3000 MM CuAl10Fe3Mn2","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND BARS D42X3000 MMCuAl10Fe3Mn2 gepresst","KG","n","BARA ALU-BRONZ D42X3000 MM CuAl10Fe3Mn2","y","",,
"24084","10312","48000900000003002241","BARA ALU-BRONZ D90X3000 MM CuAl10Fe3Mn2EXTRUDAT","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND BARS D90X3000 MMCuAl10Fe3Mn2 gepresst","KG","n","BARA ALU-BRONZ D90X3000 MM CuAl10Fe3Mn2EXTRUDAT","y","",,
"24085","10313","12010100100000001540","TABLA  ALUMINIU 1050 H24 GROS.1.0 MM DIF. FORMATE","{0}",,,,,,,,"KG","","0.000000","AL SHEETS 1050 H24 1X1500x4000 MM","KG","n","TABLA  ALUMINIU 1050 H24 GROS.1.0 MM DIF. FORMATE","n","",,
"24086","10314","37000500303003000240","BARA LATA ALAMA 50X3X3000 MM CUZN39PB3 M","{0}",,,,,,,,"KG","","0.000000","BRASS FLAT BARS 50X3X3000 MM CUZN39PB3 M","KG","n","BARA LATA ALAMA 50X3X3000 MM CUZN39PB3 M","n","",,
"24087","10315","12010150125025001542","TABLA ALUMINIU 1050 H24 1.5X1250X2500 MM FOL 2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 1.5X1250X2500 MM 1050 H24 PROT.FOIL 50 Y TWO SIDE","KG","n","TABLA ALUMINIU 1050 H24 1.5X1250X2500 MM FOL 2 PARTI","n","",,
"24088","10316","27030008030000061500","BARA LATA ALU  30X8X6000 MM 6063 T6","{0}",,,,,,,,"KG","","0.000000","ALU FLAT BARS 30X8X3000 MM 6063 T6","KG","n","BARA LATA ALU  30X8X6000 MM 6063 T6","n","",,
"24089","10317","12606110000PF","PLACA DEBITATA 6061 T651 100 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATE 6061 T651 100 MM","KG","n","PLACA DEBITATA 6061 T651 100 MM","n","",,
"24090","10318","3965038BANDMICROPERF","BANDA AL MICROPERFORATII 38 MM, 33ML","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","BANDA AL MICROPERFORATII 38 MM, 33ML","n","",,
"24091","10319","26090000003000061520","BARA ALU D 90X3000 MM 6060 T6","{0}",,,,,,,,"KG","ML","17.168000","ALU ROUND BARS 90X3000 MM 6060 T6","KG","n","BARA ALU D 90X3000 MM 6060 T6","y","",,
"24092","10320","22120060030600061500","PROFIL ALU T 120X60X3X6000 MM 6063 T66","{0}",,,,,,,,"KG","","0.000000","ALU T PROFILES 120X60X3X6000 MM 6063 T66","KG","n","PROFIL ALU T 120X60X3X6000 MM 6063 T66","n","",,
"24093","10321","12910120100020001560","TABLA  AL STRIATA 1050 H244 1.2X1000X2000 MM","{0}",,,,,,,,"KG","BUC","6.400000","AL. TREAD SHEETS QUINTETT 1050 H244 1.2X1000X2000 MM","KG","n","TABLA  AL STRIATA 1050 H244 1.2X1000X2000 MM","n","",,
"24094","10322","4700020005002000154S","BARA LATA CUPRU STANAT CU-ETP  1/2 T  20X5X2000 MM","{0}",,,,,,,,"KG","ML","0.894000","COPPER FLAT BARSSTANAT CU-ETP  1/2 T  20X5X2000 MM","KG","n","BARA LATA CUPRU STANAT CU-ETP  1/2 T  20X5X2000 MM","n","",,
"24095","10323","717JGHEABELSLATE400S","JGHEAB SEMICIRCULAR 400(190) MM, 0.70 MM, 3 ML  ELZINC SLATE","{0}",,,,,,,,"ML","","0.000000","HALF TOUND GUTTER 400/0.70 MM 3MLELZINC SLATE","ML","n","JGHEAB SEMICIRCULAR 400(190) MM, 0.70 MM, 3 ML  ELZINC SLATE","n","",,
"24096","10324","717CARLIGELZINCS254","CARLIG LUNG SEMICIRCULAR 25X4 MM, 400(190) MM ELZINC SLATE","{0}",,,,,,,,"BUC","","0.000000","LONG HALF ROUND GUTTER BRACKET 2 CLIPS 25X4 MM400 MM ELZINC SLATE","BUC","n","CARLIG LUNG SEMICIRCULAR 25X4 MM, 400(190) MM ELZINC SLATE","n","",,
"24097","10325","717CAPACELZSLATE400S","CAPAC JGHEAB SEMICIRCULAR 400 MM (190 MM)ELZINC SLATE","{0}",,,,,,,,"BUC","","0.000000","HALF ROUND STOP END 400 MMELZINC SLATE","BUC","n","CAPAC JGHEAB SEMICIRCULAR 400 MM (190 MM)ELZINC SLATE","n","",,
"24098","10326","717COTBUR72120SLATE","COT BURLAN ElZinc SLATE 72 GRADE D120","{0}",,,,,,,,"BUC","","0.000000","elZinc SLATERound Elbow 72 degrees  120 ","BUC","n","COT BURLAN ElZinc SLATE 72 GRADE D120","n","",,
"24099","10327","717BRATD120SLATE","BRATARA BURLAN D120 MM ELZINC SLATE","{0}",,,,,,,,"BUC","","0.000000","ROUND DOWPIPE BRACKET 120 ELZINC SLATE","BUC","n","BRATARA BURLAN D120 MM ELZINC SLATE","n","",,
"24100","10328","717RACORDSLATE333120","RACORD 400 MM (190 MM)/120 MM ELZINC SLATE","{0}",,,,,,,,"BUC","","0.000000","HALF ROUND UNIVERSAL OUTLET 400/120MM ELZINC SLATE","BUC","n","RACORD 400 MM (190 MM)/120 MM ELZINC SLATE","n","",,
"24101","10329","717COLINT400SLATE120","COLTAR INTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE","{0}",,,,,,,,"BUC","","0.000000","INTERNAL HALF ROUND GUTTER CORNER 400 MMELZINC SLATE ","BUC","n","COLTAR INTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE","n","",,
"24102","10330","717COLEXT400SLATE120","COLTAR EXTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE","{0}",,,,,,,,"BUC","","0.000000","EXTERNAL HALF ROUND GUTTER CORNER 400ELZINC SLATE ","BUC","n","COLTAR EXTERIOR JGHEAB SEMICIRCULAR 400(120) MM ELZINC SLATE","n","",,
"24103","10331","120PP5083020FREZAT1P","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 20 MM","{0}",,,,,,,,"KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 20 MM","KG","n","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 20 MM","y","PP5083F1",,
"24104","10332","120PP5083020PFF1","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 20 MM","{0}",,,,,,,,"KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 20 MM","KG","n","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 20 MM","n","",,
"24105","10333","120PP5083010FREZAT1P","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 10 MM","{0}",,,,,,,,"KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 10 MM","KG","n","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 10 MM","y","PP5083F1",,
"24106","10334","120PP5083010PFF1","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 10 MM","{0}",,,,,,,,"KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 10 MM","KG","n","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 10 MM","n","",,
"24107","10335","120PP5083030FREZAT1P","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 30 MM","{0}",,,,,,,,"KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 30 MM","KG","n","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 30 MM","y","PP5083F1",,
"24108","10336","120PP5083030PFF1","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 30 MM","{0}",,,,,,,,"KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 30 MM","KG","n","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 30 MM","n","",,
"24109","10337","45000250015030000240","TEAVA CUPRU D25X1.5X3000 MM CU-DHP R250","{0}",,,,,,,,"KG","ML","0.989500","COPPER ROUND TUBES CU-DHP R250 25X1.5X3000 MM","KG","n","TEAVA CUPRU D25X1.5X3000 MM CU-DHP R250","n","",,
"24110","10338","27120015003000063600","BARA LATA ALU  120X15X3000XMM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU FLAT BARS 120X15X3000 MM 6082 T6","KG","n","BARA LATA ALU  120X15X3000XMM 6082 T6","n","",,
"24111","10339","46CUCRZR461100003000","BARA D110 MM CUCR1ZR","{0}",,,,,,,,"KG","","0.000000","BRONZE BARS CUCR1ZR D110 MM","KG","n","BARA D110 MM CUCR1ZR","y","",,
"24112","10340","717RAMIFICATYBUR100N","RAMIFICATIE Y BURLAN D100/100 MM TITAN-ZINC NATURAL","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","RAMIFICATIE Y BURLAN D100/100 MM TITAN-ZINC NATURAL","n","",,
"24113","10341","717SITAFRUNZBUR100OG","SITA FRUNZE BURLAN D100 MM, OTEL GALVANIZAT","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SITA FRUNZE BURLAN D100 MM, OTEL GALVANIZAT","n","",,
"24114","10342","70701","CERTIFICAT DE CALITATE","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","CERTIFICAT DE CALITATE","n","",,
"24115","10343","717BRATD100NATURALKH","BRATARA BURLAN D100 MM TITAN-ZINC NATURAL ","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","BRATARA BURLAN D100 MM TITAN-ZINC NATURAL ","n","",,
"24116","10344","717CUIBRATARABURLAN","CUI OTEL ZINCAT PT. PRINDERE BRATARA BURLAN","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","CUI OTEL ZINCAT PT. PRINDERE BRATARA BURLAN","n","",,
"24117","10345","P0420401000200000241","TABLA CUPRU CU-ETP R240 4X1000X2000 MM","{0}",,,,,,,,"KG","","0.000000","COPPER SHEETS CU-ETP R240 4X1000X2000 MM","KG","n","TABLA CUPRU CU-ETP R240 4X1000X2000 MM","n","",,
"24118","10346","26410000000000023500","BARA ALU D 410 MM 2007 TURNAT","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 410 MM 2007 CAST","KG","n","BARA ALU D 410 MM 2007 TURNAT","y","",,
"24119","10347","27060050060000064500","BARA LATA ALU  60X50X6000 MM 6060 T6","{0}",,,,,,,,"KG","","0.000000","ALU FLAT BARS 60X50X6000 MM 6060 T6","KG","n","BARA LATA ALU  60X50X6000 MM 6060 T6","n","",,
"24120","10348","12010150200030001540","TABLA ALUMINIU 1050 H24 1.5X2000X3000 MM ","{0}",,,,,,,,"KG","BUC","24.300000","AL SHEETS 1050H24 1.5X2000X3000 MM","KG","n","TABLA ALUMINIU 1050 H24 1.5X2000X3000 MM ","n","",,
"24121","10349","42100700670300TECUP","TABLA CUPRU TECU PATINA 0.7X670X3000 MM","{0}",,,,,,,,"M2","","0.000000","COPPER SHEETS TECU PATINA 0.7X670X3000 MM ","M2","n","TABLA CUPRU TECU PATINA 0.7X670X3000 MM","n","",,
"24122","10350","24150050206000061500","TEAVA RECTANG. ALU 150X50X2X6000 MM 6060 T6","{0}",,,,,,,,"KG","ML","2.116800","ALU RECT. TUBES 150X50X2X6000 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 150X50X2X6000 MM 6060 T6","n","",,
"24123","10351","120PT7021120DEBITAT0","PLACI DEBITATE TURNATA 7021 120 MM","{0}",,,,,,,,"KG","BUC","1.000000","AL CUT PLATE 7021 120 MMCAST","KG","n","PLACI DEBITATE TURNATA 7021 120 MM","y","",,
"24124","10352","25067438656000062500","TEAVA ALU D 67.4X38.65X6000 MM  6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 67.4X38.65X6000 MM 6082 T6","KG","n","TEAVA ALU D 67.4X38.65X6000 MM  6082 T6","n","",,
"24125","10353","35001200090035000141","TEAVA ALAMA CUZN39P3 M OD120 X ID 90 X 3500 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS HALLOW BARS OD120X ID90X3500 MM CUZN39PB3 M","KG","n","TEAVA ALAMA CUZN39P3 M OD120 X ID 90 X 3500 MM ","n","",,
"24126","10354","2605000040300006360V","BARA PATRATA ALU 50X50X3000 MM 6082 T6 VAT","{0}",,,,,,,,"KG","ML","6.750000","ALU SQUARE BARS 50X50X3000 MM 6082 T6","KG","n","BARA PATRATA ALU 50X50X3000 MM 6082 T6 VAT","n","",,
"24274","10502","136374","CONTACT MOBIL 136374","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","CONTACT MOBIL 136374","n","",,
"24127","10355","48700720027030002140","BARA LATA BRONZ 72X27X3000 MM CUSN12-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS 72X27X3000 MM CUSN12","KG","n","BARA LATA BRONZ 72X27X3000 MM CUSN12-C-GC","n","",,
"24128","10356","48701550122000002040","BARA LATA BRONZ 155X122 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE FLAT BARS  155X122 MM CUSN7ZN4PB7-C-GC","KG","n","BARA LATA BRONZ 155X122 MM CUSN7ZN4PB7-C-GC","n","",,
"24129","10357","26005000006000061500","BARA ALU D 5X6000 MM 6060 T66","{0}",,,,,,,,"KG","ML","0.053000","ALU ROUND BARS 5X6000 MM 6060 T66","KG","n","BARA ALU D 5X6000 MM 6060 T66","y","",,
"24130","10358","31102005800000005140","BANDA ALAMA 2X58 MM CUZN37 R480 H150 EN 1652","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS 2X58 MM CUZN37 R480 H150 EN 1652","KG","n","BANDA ALAMA 2X58 MM CUZN37 R480 H150 EN 1652","n","",,
"24131","10359","120PP7021045DEBITAT0","PLACI DEBITATE DE PRECIZIE 7021 45 MM","{0}",,,,,,,,"KG","","0.000000","PREC. MACH. CAST AL PLATE 7021 45 MM","KG","n","PLACI DEBITATE DE PRECIZIE 7021 45 MM","y","",,
"24132","10360","120PP7021080DEBITAT0","PLACI DEBITATE DE PRECIZIE 7021 80 MM","{0}",,,,,,,,"KG","","0.000000","PREC. MACH. CAST AL PLATE 7021 80 MM","KG","n","PLACI DEBITATE DE PRECIZIE 7021 80 MM","y","",,
"24133","10361","120PP7021020DEBITAT0","PLACI DEBITATE DE PRECIZIE 7021 20 MM","{0}",,,,,,,,"KG","","0.000000","PREC. MACH. CAST AL PLATE 7021 20 MM","KG","n","PLACI DEBITATE DE PRECIZIE 7021 20 MM","y","",,
"24134","10362","26070000003000054400","BARA ALU D 70X3000 MM 5083","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 70X3000 MM 5083","KG","n","BARA ALU D 70X3000 MM 5083","y","",,
"24135","10363","43001820098003002040","TEAVA BRONZ D182X98X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D182X98X3000 MM CUSN7ZN4PB7-C-GC","KG","n","TEAVA BRONZ D182X98X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"24136","10364","717IMBINARJTIZN33315","IMBINARE JGHEAB SEMICIRCULAR 333(150) MM TITAN-ZINC NATURAL","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","IMBINARE JGHEAB SEMICIRCULAR 333(150) MM TITAN-ZINC NATURAL","n","",,
"24137","10365","80127020","DESEURI PLACI ALUMINIU ALIAJ 7020","{0}",,,,,,,,"KG","","0.000000","","KG","n","DESEURI PLACI ALUMINIU ALIAJ 7020","n","",,
"24138","10366","47000150006040000140","BARA LATA CUPRU CU-ETP R250 R=1 15X6X4000 MM ","{0}",,,,,,,,"KG","ML","0.804600","COPPER FLAT BARS CU-ETP R250 R=1 15X6X4000 MM ","KG","n","BARA LATA CUPRU CU-ETP R250 R=1 15X6X4000 MM ","n","",,
"24139","10367","26075000003000024500","BARA ALU D 75X3000 MM 2011 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 75X3000 MM 2011 T6","KG","n","BARA ALU D 75X3000 MM 2011 T6","y","",,
"24140","10368","DISC 28691E598405","DISC DEBITAT KANEFUSA 520X4.4X3.4X30X Z-60","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","DISC DEBITAT KANEFUSA 520X4.4X3.4X30X Z-60","n","",,
"24142","10370","36000250000003000241","BARA ALAMA D25X3000MM CUZN21SI3P ECOBRASS ","{0}",,,,,,,,"KG","","0.000000","BRASS BARS D25X3000MM CUZN21SI3P ECOBRASS ","KG","n","BARA ALAMA D25X3000MM CUZN21SI3P ECOBRASS ","y","",,
"24143","10371","12050150000000001320","TABLA  ALUMINIU 5754  H22 1.5X145 MM","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5754  H22 1.5x145 mm","KG","n","TABLA  ALUMINIU 5754  H22 1.5X145 MM","n","",,
"24144","10372","717RACORDNATUR400120","RACORD 400 MM (190 MM)/120 MM ELZINC NATURAL ","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","RACORD 400 MM (190 MM)/120 MM ELZINC NATURAL ","n","",,
"24145","10373","45000320020025000240","TEAVA CUPRU D32X2X2500 MM CU-DHP ","{0}",,,,,,,,"ML","","0.000000","COPPER ROUND TUBES 32X2X2500  CU-DHP","ML","n","TEAVA CUPRU D32X2X2500 MM CU-DHP ","n","",,
